funny,beautiful,ingenious,courageous,longwinded,confusing,informative,fascinating,unconvincing,persuasive,jaw_dropping,ok,obnoxious,inspiring,total,positive,negative,talk_id
35,92,6,84,30,13,215,80,39,183,47,34,45,444,1347,1186,127,1457
7,19,123,14,38,12,211,166,33,76,29,64,3,208,1003,853,86,1458
22,19,33,30,50,17,568,131,46,267,36,96,4,56,1375,1162,117,1459
40,98,628,273,16,12,459,863,17,257,320,109,7,1538,4637,4476,52,1460
34,355,37,1941,20,53,401,345,39,123,507,133,17,1208,5213,4951,129,1461
4,12,37,12,10,3,154,91,17,75,9,18,6,94,542,488,36,1462
5,328,87,11,11,5,5,122,16,5,105,44,16,131,891,799,48,1463
7,14,101,7,19,12,254,211,38,49,20,57,4,56,849,719,73,1464
21,23,298,7,4,3,152,302,13,66,316,47,12,53,1317,1238,32,1465
160,268,812,274,13,15,126,289,11,43,98,43,16,1283,3451,3353,55,1466
25,7,40,1,8,70,234,183,23,42,15,49,0,18,715,565,101,1467
22,12,150,5,2,7,156,180,10,27,21,38,8,83,721,656,27,1468
771,19,42,36,21,41,186,162,31,18,38,75,62,31,1533,1303,155,1469
16,33,334,27,4,3,87,160,50,80,77,53,16,194,1134,1008,73,1470
44,30,93,487,12,14,592,158,28,1061,238,28,15,906,3706,3609,69,1471
7,16,286,8,22,20,253,355,85,41,152,72,9,184,1510,1302,136,1472
379,21,39,36,43,3,267,181,48,222,15,75,12,267,1608,1427,106,1473
9,43,25,58,15,5,150,63,27,147,21,39,18,410,1030,926,65,1474
100,33,136,8,21,2,79,162,101,23,43,120,26,75,929,659,150,1475
203,90,292,65,26,16,1534,783,16,825,66,172,7,1363,5458,5221,65,1476
9,49,35,95,6,0,143,59,20,112,30,34,3,208,803,740,29,1477
11,32,10,6,45,17,369,186,20,81,9,87,17,139,1029,843,99,1478
182,27,38,123,8,8,506,141,10,316,70,32,14,200,1675,1603,40,1479
2,15,37,20,27,17,466,235,34,159,25,54,3,145,1239,1104,81,1480
11,316,8,560,38,14,23,139,19,38,90,37,19,748,2060,1933,90,1481
9,43,264,57,1,4,438,725,9,79,459,60,4,296,2448,2370,18,1482
57,533,69,114,36,10,5,410,36,16,625,122,28,514,2575,2343,110,1483
405,45,157,21,26,15,660,557,44,320,54,52,15,121,2492,2340,100,1484
1,3,9,19,31,26,184,44,185,79,21,39,20,40,701,400,262,1485
10,10,28,38,6,6,211,111,49,165,19,62,8,195,918,787,69,1486
124,26,69,7,17,26,214,170,23,35,8,82,21,85,907,738,87,1487
30,5,59,8,18,3,110,39,90,90,11,65,27,44,599,396,138,1488
726,41,182,8,52,19,1545,139,69,85,54,300,112,39,3371,2819,252,1489
68,53,141,18,14,7,351,80,46,290,17,210,15,478,1788,1496,82,1490
15,43,462,70,23,28,204,291,93,153,334,42,53,243,2054,1815,197,1491
0,350,22,189,14,9,103,395,10,166,105,26,1,714,2104,2044,34,1492
78,23,71,30,25,26,447,190,72,249,39,135,14,94,1493,1221,137,1493
1297,1640,159,981,26,12,458,665,23,1137,230,114,15,5946,12703,12513,76,1494
2,12,5,3,21,6,75,7,50,54,2,30,8,6,281,166,85,1495
509,175,637,32,6,12,989,566,39,110,103,91,26,401,3696,3522,83,1496
5,55,44,32,11,4,326,102,66,171,30,104,45,329,1324,1094,126,1497
137,88,56,57,22,6,334,192,34,249,8,206,4,959,2352,2080,66,1498
7,76,8,164,5,3,40,49,24,59,6,39,16,289,785,698,48,1499
13,289,39,231,7,12,52,70,12,71,67,41,12,318,1234,1150,43,1500
221,36,43,162,9,7,212,97,9,388,45,54,9,540,1832,1744,34,1501
129,464,374,464,47,65,2420,866,181,1380,148,597,87,4847,12069,11092,380,1502
1541,419,559,385,14,8,1233,911,24,1434,252,72,16,3018,9886,9752,62,1503
77,407,119,400,84,38,1221,684,201,1428,175,208,93,3035,8170,7546,416,1504
5,15,37,28,54,91,104,45,141,69,16,124,35,66,830,385,321,1505
29,115,91,40,8,9,9,150,5,13,53,33,4,68,627,568,26,1506
297,74,514,29,4,10,76,348,16,53,202,24,10,509,2166,2102,40,1507
23,86,130,16,61,54,144,142,345,24,55,239,117,101,1537,721,577,1508
3,52,23,53,44,8,256,57,109,302,44,57,38,508,1554,1298,199,1509
50,316,280,276,3,0,44,383,4,101,192,33,1,1249,2932,2891,8,1510
6,164,15,224,0,12,379,27,30,198,14,55,11,375,1510,1402,53,1511
7,32,394,75,4,3,167,288,19,175,107,31,4,434,1740,1679,30,1512
9,742,26,138,1,3,19,202,15,22,260,51,14,449,1951,1867,33,1513
101,32,36,49,12,4,81,87,24,64,7,28,14,69,608,526,54,1514
14,158,120,1116,52,15,534,204,82,772,97,51,70,1247,4532,4262,219,1515
10,26,52,9,7,8,170,145,11,27,27,29,7,37,565,503,33,1516
193,666,63,279,19,26,209,462,51,211,21,237,13,1373,3823,3477,109,1517
181,1975,133,937,58,37,396,456,61,337,175,84,45,2449,7324,7039,201,1518
44,15,116,22,3,3,325,91,11,328,18,33,6,284,1299,1243,23,1519
35,14,23,571,7,10,136,91,6,31,163,17,2,168,1274,1232,25,1520
16,109,69,8,9,1,151,288,18,11,33,40,1,86,840,771,29,1521
9,45,99,71,24,1,32,85,17,25,29,38,6,287,768,682,48,1522
10,27,61,63,11,20,462,218,85,252,39,112,20,201,1581,1333,136,1523
138,205,932,33,3,9,325,1183,21,47,1237,75,18,551,4777,4651,51,1524
9,20,15,129,29,14,146,63,101,102,9,27,63,169,896,662,207,1525
2,7,16,34,4,5,191,81,28,195,59,9,10,37,678,622,47,1526
6,143,8,790,9,20,116,96,25,90,70,29,8,696,2106,2015,62,1527
1,11,58,24,18,35,222,129,75,148,21,38,14,68,862,682,142,1528
1,5,97,18,9,8,91,45,4,20,7,22,1,107,435,391,22,1529
5,370,6,600,0,1,45,87,0,39,137,27,3,748,2068,2037,4,1530
3,32,157,41,3,3,145,87,3,137,31,11,1,296,950,929,10,1531
15,461,12,25,8,4,54,153,12,10,63,121,3,103,1044,896,27,1532
16,336,71,353,57,28,238,467,128,312,101,54,47,702,2910,2596,260,1533
7,338,142,1150,37,18,786,480,68,561,332,52,26,881,4878,4677,149,1534
616,11,69,1,22,7,217,123,6,17,11,43,13,48,1204,1113,48,1535
9,12,34,15,0,1,69,102,1,28,31,13,1,47,363,347,3,1536
10,25,72,8,13,14,122,93,22,73,11,53,6,60,582,474,55,1537
55,64,89,378,20,59,865,843,223,698,141,61,103,506,4105,3639,405,1538
1,10,41,11,58,0,158,28,12,35,10,59,5,95,523,389,75,1539
9,30,374,22,2,7,164,500,43,42,468,91,13,222,1987,1831,65,1540
27,381,52,29,3,5,0,392,2,3,501,48,3,289,1735,1674,13,1541
9,33,12,604,23,16,535,103,24,290,157,71,6,226,2109,1969,69,1542
6,50,195,66,10,8,224,164,76,188,50,31,3,297,1368,1240,97,1543
2,22,72,16,25,9,39,145,34,26,58,25,11,93,577,473,79,1544
35,83,464,151,19,7,185,426,16,77,533,24,21,696,2737,2650,63,1545
575,80,322,72,40,17,269,135,134,331,24,93,52,297,2441,2105,243,1546
12,300,36,15,6,3,203,280,4,124,65,20,4,262,1334,1297,17,1547
157,465,26,7,5,0,46,138,9,53,17,20,3,366,1312,1275,17,1548
35,785,43,74,35,12,116,515,23,199,52,103,16,1254,3262,3073,86,1549
22,37,174,54,24,20,186,140,16,44,27,63,12,215,1034,899,72,1550
638,273,280,30,8,11,9,902,11,11,899,70,34,188,3364,3230,64,1551
52,38,73,47,41,60,270,271,70,200,12,103,26,153,1416,1116,197,1552
21,12,173,15,10,5,37,168,10,8,68,24,5,98,654,600,30,1553
3,297,6,208,0,3,43,99,11,10,36,16,0,448,1180,1150,14,1554
44,12,39,10,17,25,266,164,62,68,14,65,3,71,860,688,107,1555
33,541,7,223,7,8,14,94,32,27,26,64,12,562,1650,1527,59,1556
4,42,76,12,9,14,78,118,109,20,20,69,10,108,689,478,142,1557
4,59,129,176,0,3,44,61,3,65,50,9,0,421,1024,1009,6,1558
10,78,18,15,45,20,19,76,28,6,31,45,35,74,500,327,128,1559
4,22,123,30,8,5,128,96,8,37,16,49,4,134,664,590,25,1560
140,88,207,9,10,16,38,298,36,7,197,56,19,100,1221,1084,81,1561
17,11,45,11,34,32,251,103,60,208,7,162,16,150,1107,803,142,1562
177,28,173,26,30,14,166,170,64,77,17,115,78,273,1408,1107,186,1563
2,93,28,12,6,10,241,152,9,28,13,46,0,129,769,698,25,1564
27,362,119,1481,31,13,588,742,28,175,199,55,7,1417,5244,5110,79,1565
6,259,44,66,10,4,19,249,1,10,374,11,2,296,1351,1323,17,1566
4,74,18,413,19,3,278,155,11,383,84,32,10,742,2226,2151,43,1567
49,128,338,52,2,6,60,196,4,34,52,17,1,364,1303,1273,13,1568
422,105,144,31,60,33,2113,1134,34,964,99,207,13,472,5831,5484,140,1569
86,11,157,9,6,5,166,269,17,24,188,19,20,70,1047,980,48,1570
2,111,23,195,5,0,36,46,16,49,19,22,2,358,884,839,23,1571
523,124,117,11,14,10,284,502,11,56,100,50,7,339,2148,2056,42,1572
438,697,510,888,71,68,5248,3904,230,1994,645,347,56,4678,19774,19002,425,1573
16,24,27,165,112,38,611,162,204,409,64,187,87,189,2295,1667,441,1574
50,600,342,63,8,9,21,462,28,13,142,66,18,356,2178,2049,63,1575
15,107,42,36,16,4,243,325,25,199,63,12,8,381,1476,1411,53,1576
2,145,54,17,5,4,49,80,4,6,10,18,6,125,525,488,19,1577
67,125,12,79,7,0,43,86,0,23,17,19,0,287,765,739,7,1578
4,7,18,17,12,2,240,43,20,142,8,30,0,55,598,534,34,1579
1864,146,714,84,35,79,411,1660,21,418,1873,143,19,221,7688,7391,154,1580
134,41,47,25,14,17,812,274,6,278,110,65,22,97,1942,1818,59,1581
27,225,29,83,19,10,1128,553,13,719,144,54,21,589,3614,3497,63,1582
3,46,155,0,7,12,165,196,10,20,60,34,1,49,758,694,30,1583
7,52,473,59,10,12,334,511,37,297,200,41,11,396,2440,2329,70,1584
4,6,68,32,45,9,81,58,98,157,20,35,19,153,785,579,171,1585
32,34,99,382,58,24,1369,1199,46,552,289,145,46,273,4548,4229,174,1586
179,52,154,50,25,12,329,258,10,347,19,46,6,514,2001,1902,53,1587
17,49,45,12,59,23,241,68,36,270,2,171,1,187,1181,891,119,1588
54,55,118,37,60,12,660,470,33,273,59,64,13,199,2107,1925,118,1589
5,740,32,2309,62,21,535,124,54,364,122,110,18,1455,5951,5686,155,1590
36,90,163,42,69,19,495,625,171,182,71,100,42,325,2430,2029,301,1591
6,76,17,25,58,27,221,213,90,43,33,91,31,108,1039,742,206,1592
1717,153,814,224,43,16,549,580,80,248,73,104,94,760,5455,5118,233,1593
21,438,116,3,42,4,79,256,33,5,78,123,11,131,1340,1127,90,1594
4,28,18,48,26,30,171,53,75,140,8,106,15,162,884,632,146,1595
6,17,45,55,99,26,252,75,216,290,9,89,33,416,1628,1165,374,1596
9,89,57,127,20,13,277,166,59,482,42,33,3,441,1818,1690,95,1597
49,40,172,41,4,2,207,148,11,182,26,17,0,289,1188,1154,17,1598
4,13,17,52,3,6,189,49,38,100,5,37,9,91,613,520,56,1599
10,23,195,98,8,2,198,181,10,229,40,16,1,275,1286,1249,21,1600
17,7,47,4,19,6,104,74,37,22,7,52,12,54,462,336,74,1601
55,19,33,21,12,9,310,92,19,272,15,41,10,243,1151,1060,50,1602
8,152,12,169,25,7,19,29,28,32,7,45,6,214,753,642,66,1603
16,219,178,43,13,4,279,559,13,32,131,36,5,305,1833,1762,35,1604
20,6,44,74,22,20,632,205,16,336,99,42,10,97,1623,1513,68,1605
656,197,255,41,14,56,63,233,45,45,43,87,11,265,2011,1798,126,1606
3,14,21,44,7,0,184,41,17,231,10,32,14,283,901,831,38,1607
3,12,14,13,9,7,180,66,56,97,11,58,12,95,633,491,84,1608
301,265,116,63,48,27,157,328,73,109,26,109,21,204,1847,1569,169,1609
14,63,59,7,18,29,318,443,12,43,108,58,4,84,1260,1139,63,1610
3,70,105,14,4,6,70,78,13,29,13,52,3,166,626,548,26,1611
11,21,37,61,41,32,261,121,141,281,27,53,36,109,1232,929,250,1612
0,1,57,3,12,5,182,74,5,84,23,24,2,29,501,453,24,1613
2,111,27,36,63,52,83,139,83,178,19,90,17,295,1195,890,215,1614
3,71,5,85,10,7,157,151,28,40,28,39,17,121,762,661,62,1615
33,145,63,93,36,23,109,161,44,38,15,159,17,353,1289,1010,120,1616
8,3,63,193,16,6,833,364,9,327,156,40,14,50,2082,1997,45,1617
5,97,19,67,26,10,297,90,28,180,9,120,16,277,1241,1041,80,1618
0,50,186,51,5,3,82,245,9,29,241,18,18,316,1253,1200,35,1619
11,15,36,431,31,10,702,145,47,495,154,52,42,196,2367,2185,130,1620
234,451,243,34,17,20,898,1050,34,125,115,194,37,796,4248,3946,108,1621
9,51,48,132,27,28,434,175,101,413,47,59,26,281,1831,1590,182,1622
51,116,26,108,3,3,69,71,12,58,6,22,2,331,878,836,20,1623
6,51,33,100,1,2,151,67,19,139,10,72,2,317,970,874,24,1624
1,4,28,30,6,4,119,56,2,148,13,24,4,141,580,540,16,1625
398,41,77,17,6,6,23,82,22,19,7,66,21,96,881,760,55,1626
8,10,115,10,2,0,121,99,0,56,9,5,0,108,543,536,2,1627
3,36,129,23,1,3,182,150,12,52,72,18,3,71,755,718,19,1628
27,67,105,114,5,3,56,151,3,24,112,13,6,312,998,968,17,1629
2,9,229,37,4,3,118,148,16,81,68,22,2,182,921,874,25,1630
229,41,64,10,29,13,566,225,35,155,10,127,1,195,1700,1495,78,1631
5,16,19,25,76,4,225,68,24,100,5,52,16,97,732,560,120,1632
96,115,370,40,56,37,1404,1362,107,476,270,85,25,274,4717,4407,225,1633
27,1732,101,211,111,19,219,418,69,662,62,168,22,3065,6886,6497,221,1634
3,13,86,20,5,5,84,40,7,97,15,21,1,102,499,460,18,1635
9,33,355,7,8,3,219,418,6,39,274,31,13,161,1576,1515,30,1636
180,249,55,338,5,21,151,75,69,442,12,116,27,773,2513,2275,122,1637
13,18,145,18,3,2,64,77,10,16,18,58,3,152,597,521,18,1638
8,37,162,83,11,5,202,135,58,302,30,31,14,396,1474,1355,88,1639
75,553,8,100,6,7,68,205,8,61,36,81,5,776,1989,1882,26,1640
20,193,174,114,7,3,48,136,1,49,38,30,3,521,1337,1293,14,1641
1,93,2,21,4,1,84,144,6,9,23,28,7,66,489,443,18,1642
33,239,127,163,63,11,250,422,190,270,46,154,34,664,2666,2214,298,1643
19,14,20,36,40,16,515,168,25,84,22,114,11,74,1158,952,92,1644
3,5,8,27,16,9,83,12,50,24,3,46,11,47,344,212,86,1645
1,12,53,9,31,7,286,130,68,63,12,60,7,135,874,701,113,1646
142,1710,171,3178,112,34,2227,1253,30,442,282,145,30,4031,13787,13436,206,1647
1,29,108,20,2,4,95,53,1,20,19,28,8,164,552,509,15,1648
96,96,87,111,37,21,1103,578,131,663,238,138,40,846,4185,3818,229,1649
206,224,16,949,50,10,46,371,19,218,377,70,22,1947,4525,4354,101,1650
113,5,72,54,22,1,144,70,5,106,16,27,9,311,955,891,37,1651
2779,1107,97,2111,14,5,175,580,9,180,269,50,22,3420,10818,10718,50,1652
41,245,21,135,33,26,124,79,103,160,11,82,33,470,1563,1286,195,1653
13,9,808,43,2,4,190,117,10,368,46,20,2,112,1744,1706,18,1654
65,128,70,168,53,42,1838,352,206,835,48,215,30,1026,5076,4530,331,1655
2,23,95,16,19,11,100,97,32,16,25,50,1,57,544,431,63,1656
11,211,224,10,3,6,47,229,39,14,47,58,11,164,1074,957,59,1657
5,31,25,44,17,7,154,46,101,129,6,133,27,222,947,662,152,1658
6,28,453,17,11,1,257,356,1,101,154,23,4,211,1623,1583,17,1659
15,31,12,179,22,8,92,38,34,124,12,30,23,453,1073,956,87,1660
125,64,26,21,18,20,53,59,25,33,4,68,19,118,653,503,82,1661
239,123,388,24,10,4,113,630,21,65,150,44,1,327,2139,2059,36,1662
24,94,25,287,80,30,449,155,94,203,29,114,37,250,1871,1516,241,1663
3,14,10,22,9,11,185,59,34,109,18,20,6,105,605,525,60,1664
116,85,383,241,38,92,991,703,65,953,101,162,16,1368,5314,4941,211,1665
596,87,68,348,15,13,55,50,27,40,20,99,17,381,1816,1645,72,1666
76,39,167,25,12,3,338,284,20,223,16,45,6,483,1737,1651,41,1667
5,13,131,51,16,8,359,119,25,248,15,43,2,122,1157,1063,51,1668
44,42,26,158,11,12,35,46,24,63,13,79,66,283,902,710,113,1669
23,43,61,0,23,6,293,252,34,53,11,71,2,59,931,795,65,1670
34,179,68,79,9,7,41,157,29,34,74,42,29,551,1333,1217,74,1671
0,38,6,240,4,1,110,41,11,88,14,30,9,240,832,777,25,1672
14,11,93,8,9,1,136,84,10,9,16,29,4,52,476,423,24,1673
8,13,33,21,25,15,93,53,51,27,4,60,18,94,515,346,109,1674
7,29,266,32,145,188,453,465,366,105,118,164,48,192,2578,1667,747,1675
438,158,282,4,9,8,24,322,28,7,25,46,4,164,1519,1424,49,1676
6,20,32,81,26,17,251,66,35,263,10,31,6,206,1050,935,84,1677
43,42,82,44,43,10,607,189,27,341,38,38,7,339,1850,1725,87,1678
18,8,18,13,13,10,246,35,24,162,8,51,4,157,767,665,51,1679
8,160,136,17,5,1,96,162,3,26,72,37,3,236,962,913,12,1680
527,472,177,72,51,101,207,367,148,250,26,289,38,646,3371,2744,338,1681
8,19,133,8,12,8,186,130,5,17,22,44,13,61,666,584,38,1682
18,64,98,160,147,42,839,199,193,465,14,658,21,1131,4049,2988,403,1683
226,95,87,288,17,28,798,505,101,498,59,87,28,246,3063,2802,174,1684
316,491,33,986,32,16,99,124,56,329,29,86,38,1222,3857,3629,142,1685
4,88,121,25,6,2,352,318,6,94,135,22,8,430,1611,1567,22,1686
20,10,82,20,13,14,197,59,45,94,6,64,23,215,862,703,95,1687
15,12,68,69,21,18,102,113,148,104,13,46,33,84,846,580,220,1688
34,161,82,45,9,27,388,366,27,105,22,186,8,382,1842,1585,71,1689
2,20,71,127,22,13,471,103,107,198,26,86,8,138,1392,1156,150,1690
14,32,77,40,12,9,139,207,15,28,176,33,5,106,893,819,41,1691
9,19,73,18,58,59,542,227,45,100,10,48,13,192,1413,1190,175,1692
10,10,11,122,4,5,570,85,14,152,87,54,7,40,1171,1087,30,1693
29,19,33,6,9,50,40,54,108,2,10,148,31,15,554,208,198,1694
63,152,1657,58,18,5,450,749,15,113,639,50,9,953,4931,4834,47,1695
24,113,405,36,17,28,438,463,31,52,64,49,7,514,2241,2109,83,1696
15,221,31,299,33,20,208,87,105,298,14,127,24,660,2142,1833,182,1697
167,128,121,46,19,18,457,265,66,111,31,166,42,395,2032,1721,145,1698
609,51,45,35,23,18,562,397,24,17,36,142,30,40,2029,1792,95,1699
56,78,77,37,51,42,258,190,33,248,27,90,38,220,1445,1191,164,1700
16,36,37,48,14,8,328,220,24,171,19,75,3,223,1222,1098,49,1701
33,80,75,1844,30,21,1361,285,59,446,199,65,31,1208,5737,5531,141,1702
185,754,57,804,38,13,489,1176,19,184,301,137,5,2714,6876,6664,75,1703
12,20,17,207,16,11,274,39,31,179,79,70,10,200,1165,1027,68,1704
39,14,6,75,96,103,279,35,655,61,12,80,150,21,1626,542,1004,1705
24,46,89,87,47,24,684,415,39,69,34,187,17,677,2439,2125,127,1706
25,900,14,920,22,16,239,212,32,124,70,75,19,1538,4206,4042,89,1707
27,106,97,31,64,9,254,260,40,90,32,75,11,437,1533,1334,124,1708
965,81,274,16,5,10,1031,1831,6,106,455,132,8,155,5075,4914,29,1709
167,12,40,8,72,8,454,165,72,64,14,159,38,20,1293,944,190,1710
35,1909,1105,705,11,14,775,1597,12,129,789,121,10,2836,10048,9880,47,1711
23,700,17,968,16,23,234,125,46,81,45,107,31,683,3099,2876,116,1712
179,28,23,15,26,47,8,12,38,13,3,53,29,28,502,309,140,1713
28,276,66,40,16,88,516,801,141,42,160,188,17,212,2591,2141,262,1714
42,251,45,138,18,7,380,375,12,173,54,64,42,955,2556,2413,79,1715
46,49,81,72,47,19,1133,340,44,273,73,194,22,120,2513,2187,132,1716
6,95,32,191,23,4,106,31,42,253,11,66,10,532,1402,1257,79,1717
19,275,57,113,31,10,372,243,5,151,5,130,18,750,2179,1985,64,1718
69,260,109,107,35,20,376,226,121,490,51,204,42,1011,3121,2699,218,1719
20,2341,201,52,30,9,977,2591,35,31,704,97,15,1139,8242,8056,89,1720
13,77,89,43,3,3,157,57,1,31,6,33,0,169,682,642,7,1721
9,220,1,295,17,7,18,44,12,22,16,24,12,348,1045,973,48,1722
9,356,49,121,50,59,169,383,183,201,20,311,35,829,2775,2137,327,1723
104,214,62,179,135,29,297,192,97,276,15,245,50,610,2505,1949,311,1724
1,91,22,117,6,15,345,135,19,128,14,25,16,216,1150,1069,56,1725
8,45,235,10,8,2,333,356,14,37,94,61,6,259,1468,1377,30,1726
21,59,60,9,56,15,376,138,19,8,5,123,8,84,981,760,98,1727
8,196,49,64,75,27,167,187,22,161,18,166,16,637,1793,1487,140,1728
19,57,291,41,19,8,373,228,22,75,38,34,6,222,1433,1344,55,1729
27,27,396,30,27,21,444,321,14,118,50,57,15,107,1654,1520,77,1730
33,45,387,15,3,19,141,328,18,22,87,60,0,232,1390,1290,40,1731
165,893,77,616,47,11,251,311,60,408,35,232,17,2957,6080,5713,135,1732
12,58,38,29,26,14,1038,358,113,203,12,106,39,233,2279,1981,192,1733
116,44,217,61,24,3,1435,1387,35,293,211,109,17,403,4355,4167,79,1734
22,56,355,71,2,7,244,201,3,48,94,33,4,373,1513,1464,16,1735
1,59,46,31,24,19,510,194,16,244,27,59,17,113,1360,1225,76,1736
483,141,141,82,73,43,32,101,38,9,48,121,60,135,1507,1172,214,1737
32,379,39,1084,25,17,479,137,26,475,20,66,22,1285,4086,3930,90,1738
518,87,147,14,29,31,79,182,123,23,67,189,49,83,1621,1200,232,1739
13,9,15,105,3,16,190,69,29,124,4,50,6,129,762,658,54,1740
1129,169,430,16,42,47,505,419,26,14,60,172,20,156,3205,2898,135,1741
167,309,158,14,43,24,211,279,53,42,32,129,31,238,1730,1450,151,1742
14,11,73,162,33,17,529,161,17,278,170,74,6,68,1613,1466,73,1743
7,36,79,8,20,20,322,206,34,43,16,75,6,72,944,789,80,1744
28,392,12,1006,21,12,703,269,27,362,85,94,7,1488,4506,4345,67,1745
11,14,20,17,32,6,496,262,6,85,9,93,10,41,1102,955,54,1746
548,701,196,29,24,16,50,482,39,16,169,112,17,283,2682,2474,96,1747
50,1149,645,789,45,20,1825,1293,81,1734,154,190,24,8569,16568,16208,170,1748
17,22,27,22,14,7,390,88,8,168,8,69,3,158,1001,900,32,1749
174,2023,84,1546,85,35,221,296,53,178,111,115,38,2677,7636,7310,211,1750
22,23,36,11,25,20,223,99,131,68,11,112,86,101,968,594,262,1751
6,81,14,254,9,5,160,50,13,58,17,30,24,311,1032,951,51,1752
9,174,16,357,21,9,551,305,14,127,233,45,15,496,2372,2268,59,1753
39,90,45,17,17,6,312,104,13,150,2,64,6,167,1032,926,42,1754
9,156,8,123,9,19,268,199,92,46,10,179,33,221,1372,1040,153,1755
12,13,80,24,14,5,174,85,8,46,8,16,3,97,585,539,30,1756
38,688,33,145,18,7,112,262,13,24,25,67,16,867,2315,2194,54,1757
24,31,151,23,27,36,475,399,63,58,180,119,10,222,1818,1563,136,1758
259,149,200,44,26,58,1415,1017,45,555,45,329,16,825,4983,4509,145,1759
31,246,27,11,43,25,91,190,49,67,11,121,32,138,1082,812,149,1760
74,82,150,7,4,2,171,264,2,23,41,29,6,96,951,908,14,1761
3,65,11,67,11,15,149,58,9,62,2,34,9,212,707,629,44,1762
815,318,251,247,15,6,793,300,14,578,48,65,12,432,3894,3782,47,1763
75,161,110,243,30,38,817,434,33,404,27,188,12,604,3176,2875,113,1764
9,30,4,367,5,2,463,64,22,214,108,29,19,231,1567,1490,48,1765
96,51,107,111,18,10,117,120,21,116,9,60,10,540,1386,1267,59,1766
230,34,47,4,8,11,136,216,13,25,10,49,6,87,876,789,38,1767
79,20,65,31,121,172,169,109,329,75,5,133,35,38,1381,591,657,1768
361,53,78,20,14,8,612,407,13,204,8,65,8,180,2031,1923,43,1769
101,446,477,463,264,142,1721,1050,267,1233,80,311,55,2867,9477,8438,728,1770
504,699,444,437,91,160,337,488,229,234,126,219,304,862,5134,4131,784,1771
360,220,98,6,15,28,25,60,37,7,5,137,36,80,1114,861,116,1772
24,164,6,635,7,4,192,144,12,127,22,58,12,849,2256,2163,35,1773
87,37,45,8,115,29,615,113,51,117,8,174,25,56,1480,1086,220,1774
58,38,44,56,36,11,429,101,59,258,5,100,20,143,1358,1132,126,1775
48,209,163,5,11,8,95,211,8,7,24,46,5,254,1094,1016,32,1776
810,735,697,270,48,49,5167,1801,153,2678,152,650,43,4133,17386,16443,293,1777
31,13,147,6,52,37,193,176,82,17,29,63,52,41,939,653,223,1778
38,227,9,6,18,2,283,282,10,17,17,42,4,34,989,913,34,1779
114,3701,328,377,86,49,1311,1074,235,869,398,262,63,6390,15257,14562,433,1780
35,42,23,58,35,36,317,170,41,221,16,79,12,165,1250,1047,124,1781
27,254,20,605,20,11,359,175,25,134,54,40,11,872,2607,2500,67,1782
25,87,195,75,22,30,545,354,21,293,17,125,10,1267,3066,2858,83,1783
36,23,111,42,43,31,347,333,23,86,70,67,25,495,1732,1543,122,1784
28,55,40,55,57,89,277,134,93,134,23,154,18,257,1414,1003,257,1785
3,106,9,550,13,14,383,55,45,163,17,27,13,479,1877,1765,85,1786
201,87,281,15,31,56,138,499,156,50,191,102,58,115,1980,1577,301,1787
16,83,142,84,216,83,373,861,180,118,46,280,22,252,2756,1975,501,1788
41,15,503,33,3,2,501,402,18,83,50,15,9,365,2040,1993,32,1789
32,101,116,6,6,12,13,96,14,2,16,98,12,57,581,439,44,1790
29,138,71,0,15,2,308,414,12,11,61,36,5,114,1216,1146,34,1791
1812,1075,263,154,65,80,140,376,136,68,58,360,72,678,5337,4624,353,1792
8,184,159,90,7,9,241,129,15,66,22,77,5,523,1535,1422,36,1793
36,91,46,20,87,12,923,259,138,158,8,200,64,443,2485,1984,301,1794
5,3,5,81,18,2,271,124,12,50,21,18,3,48,661,608,35,1795
18,43,105,8,0,1,209,168,0,24,13,38,0,111,738,699,1,1796
242,770,23,856,10,4,131,159,9,25,43,50,3,1162,3487,3411,26,1797
346,27,69,30,26,10,479,101,24,257,17,59,18,190,1653,1516,78,1798
8,65,194,772,43,14,820,307,90,1043,128,65,45,718,4312,4055,192,1799
4,42,50,92,0,1,228,86,1,123,6,41,4,312,990,943,6,1800
15,57,137,64,99,33,302,136,63,355,20,88,28,647,2044,1733,223,1801
27,1544,149,1355,31,45,231,367,58,592,197,195,48,3182,8021,7644,182,1802
10,7,17,23,14,32,174,38,29,44,6,132,18,129,673,448,93,1803
19,59,59,78,9,3,97,33,4,21,4,75,4,184,649,554,20,1804
205,454,57,27,6,10,57,84,13,78,11,44,24,504,1574,1477,53,1805
158,342,21,30,30,12,454,344,19,99,8,48,12,394,1971,1850,73,1806
9,60,11,52,14,5,113,56,17,18,14,94,7,73,543,406,43,1807
13,24,39,42,29,19,257,142,68,133,10,137,11,150,1074,810,127,1808
4,38,107,24,5,3,153,54,17,45,13,13,8,154,638,592,33,1809
7,38,9,432,5,3,142,10,13,85,45,57,5,291,1142,1059,26,1810
143,38,93,101,6,2,317,46,25,400,4,140,13,271,1599,1413,46,1811
815,37,87,18,37,16,135,42,67,160,6,146,114,80,1760,1380,234,1812
311,77,123,52,109,136,232,438,301,77,42,170,72,208,2348,1560,618,1813
639,697,131,401,21,12,79,295,74,108,14,175,14,1154,3814,3518,121,1814
3,94,385,33,6,12,333,245,7,128,88,33,3,691,2061,2000,28,1815
